time,from_app,from_port,to_app,to_port,txbytes,txpackets,rxbytes,rxpackets,dropbytes,droppackets
1398852577.555941,nic2,tx,tee,in,12224769780,76729480,12224769780,76729480,0,0
1398852577.555941,filter,output,sink2,in,234954223,2859483,234954223,2859483,0,0
1398852577.555941,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852577.555941,limit,output,sink1,in,5877223575,36889435,5877223575,36889435,0,0
1398852578.557930,repeat,output,nic1,rx,12438093711,78068421,12438093711,78068421,0,0
1398852578.557930,tee,out2,filter,input,12434877121,78048231,12434877121,78048231,0,0
1398852578.557930,tee,out1,limit,input,12434877121,78048231,12434877121,78048231,0,0
1398852578.557930,nic2,tx,tee,in,12434877121,78048231,12434877121,78048231,0,0
1398852578.557930,filter,output,sink2,in,238992386,2908629,238992386,2908629,0,0
1398852578.557930,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852578.557930,limit,output,sink1,in,5977223608,37517085,5977223608,37517085,0,0
1398852579.558493,repeat,output,nic1,rx,12644287283,79362599,12644287283,79362599,0,0
1398852579.558493,tee,out2,filter,input,12641069232,79342409,12641069232,79342409,0,0
1398852579.558493,tee,out1,limit,input,12641069232,79342409,12641069232,79342409,0,0
1398852579.558493,nic2,tx,tee,in,12641069232,79342409,12641069232,79342409,0,0
1398852579.558493,filter,output,sink2,in,242955330,2956860,242955330,2956860,0,0
1398852579.558493,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852579.558493,limit,output,sink1,in,6077223508,38144744,6077223508,38144744,0,0
1398852580.558948,repeat,output,nic1,rx,12911814065,81041754,12911814065,81041754,0,0
1398852580.558948,tee,out2,filter,input,12908597981,81021564,12908597981,81021564,0,0
1398852580.558948,tee,out1,limit,input,12908597981,81021564,12908597981,81021564,0,0
1398852580.558948,nic2,tx,tee,in,12908597981,81021564,12908597981,81021564,0,0
1398852580.558948,filter,output,sink2,in,248097110,3019437,248097110,3019437,0,0
1398852580.558948,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852580.558948,limit,output,sink1,in,6179833588,38788781,6179833588,38788781,0,0
1398852581.556004,repeat,output,nic1,rx,13180647023,82729100,13180647023,82729100,0,0
1398852581.556004,tee,out2,filter,input,13177430438,82708910,13177430438,82708910,0,0
1398852581.556004,tee,out1,limit,input,13177430438,82708910,13177430438,82708910,0,0
1398852581.556004,nic2,tx,tee,in,13177430438,82708910,13177430438,82708910,0,0
1398852581.556004,filter,output,sink2,in,253263960,3082320,253263960,3082320,0,0
1398852581.556004,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852581.556004,limit,output,sink1,in,6278527236,39408279,6278527236,39408279,0,0
1398852582.558641,repeat,output,nic1,rx,13450785301,84424637,13450785301,84424637,0,0
1398852582.558641,tee,out2,filter,input,13447568695,84404447,13447568695,84404447,0,0
1398852582.558641,tee,out1,limit,input,13447568695,84404447,13447568695,84404447,0,0
1398852582.558641,nic2,tx,tee,in,13447568695,84404447,13447568695,84404447,0,0
1398852582.558641,filter,output,sink2,in,258455931,3145508,258455931,3145508,0,0
1398852582.558641,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852582.558641,limit,output,sink1,in,6378529099,40035938,6378529099,40035938,0,0
1398852583.559691,repeat,output,nic1,rx,13714398569,86079219,13714398569,86079219,0,0
1398852583.559691,tee,out2,filter,input,13711181856,86059029,13711181856,86059029,0,0
1398852583.559691,tee,out1,limit,input,13711181856,86059029,13711181856,86059029,0,0
1398852583.559691,nic2,tx,tee,in,13711181856,86059029,13711181856,86059029,0,0
1398852583.559691,filter,output,sink2,in,263522492,3207170,263522492,3207170,0,0
1398852583.559691,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852583.559691,limit,output,sink1,in,6477223311,40655405,6477223311,40655405,0,0
1398852584.560041,repeat,output,nic1,rx,13920590383,87373397,13920590383,87373397,0,0
1398852584.560041,tee,out2,filter,input,13917374271,87353207,13917374271,87353207,0,0
1398852584.560041,tee,out1,limit,input,13917374271,87353207,13917374271,87353207,0,0
1398852584.560041,nic2,tx,tee,in,13917374271,87353207,13917374271,87353207,0,0
1398852584.560041,filter,output,sink2,in,267485321,3255399,267485321,3255399,0,0
1398852584.560041,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852584.560041,limit,output,sink1,in,6577223919,41283082,6577223919,41283082,0,0
1398852585.560961,repeat,output,nic1,rx,14125479181,88659384,14125479181,88659384,0,0
1398852585.560961,tee,out2,filter,input,14122260654,88639194,14122260654,88639194,0,0
1398852585.560961,tee,out1,limit,input,14122260654,88639194,14122260654,88639194,0,0
1398852585.560961,nic2,tx,tee,in,14122260654,88639194,14122260654,88639194,0,0
1398852585.560961,filter,output,sink2,in,271423122,3303324,271423122,3303324,0,0
1398852585.560961,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852585.560961,limit,output,sink1,in,6677223511,41910734,6677223511,41910734,0,0
1398852586.559739,repeat,output,nic1,rx,14377346742,90240247,14377346742,90240247,0,0
1398852586.559739,tee,out2,filter,input,14374128587,90220057,14374128587,90220057,0,0
1398852586.559739,tee,out1,limit,input,14374128587,90220057,14374128587,90220057,0,0
1398852586.559739,nic2,tx,tee,in,14374128587,90220057,14374128587,90220057,0,0
1398852586.559739,filter,output,sink2,in,276263889,3362238,276263889,3362238,0,0
1398852586.559739,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852586.559739,limit,output,sink1,in,6779833342,42554775,6779833342,42554775,0,0
1398852587.558522,repeat,output,nic1,rx,14646178646,91927593,14646178646,91927593,0,0
1398852587.558522,tee,out2,filter,input,14642962953,91907403,14642962953,91907403,0,0
1398852587.558522,tee,out1,limit,input,14642962953,91907403,14642962953,91907403,0,0
1398852587.558522,nic2,tx,tee,in,14642962953,91907403,14642962953,91907403,0,0
1398852587.558522,filter,output,sink2,in,281430717,3425120,281430717,3425120,0,0
1398852587.558522,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852587.558522,limit,output,sink1,in,6878529741,43174233,6878529741,43174233,0,0
1398852588.559704,repeat,output,nic1,rx,14916316776,93623130,14916316776,93623130,0,0
1398852588.559704,tee,out2,filter,input,14913099372,93602940,14913099372,93602940,0,0
1398852588.559704,tee,out1,limit,input,14913099372,93602940,14913099372,93602940,0,0
1398852588.559704,nic2,tx,tee,in,14913099372,93602940,14913099372,93602940,0,0
1398852588.559704,filter,output,sink2,in,286622595,3488307,286622595,3488307,0,0
1398852588.559704,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852588.559704,limit,output,sink1,in,6979833187,43810117,6979833187,43810117,0,0
1398852589.558537,repeat,output,nic1,rx,15185149956,95310476,15185149956,95310476,0,0
1398852589.558537,tee,out2,filter,input,15181933243,95290286,15181933243,95290286,0,0
1398852589.558537,tee,out1,limit,input,15181933243,95290286,15181933243,95290286,0,0
1398852589.558537,nic2,tx,tee,in,15181933243,95290286,15181933243,95290286,0,0
1398852589.558537,filter,output,sink2,in,291789633,3551192,291789633,3551192,0,0
1398852589.558537,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852589.558537,limit,output,sink1,in,7078528800,44429585,7078528800,44429585,0,0
1398852590.558636,repeat,output,nic1,rx,15401781995,96670182,15401781995,96670182,0,0
1398852590.558636,tee,out2,filter,input,15398565689,96649992,15398565689,96649992,0,0
1398852590.558636,tee,out1,limit,input,15398565689,96649992,15398565689,96649992,0,0
1398852590.558636,nic2,tx,tee,in,15398565689,96649992,15398565689,96649992,0,0
1398852590.558636,filter,output,sink2,in,295953113,3601863,295953113,3601863,0,0
1398852590.558636,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852590.558636,limit,output,sink1,in,7177223894,45049082,7177223894,45049082,0,0
1398852591.559892,repeat,output,nic1,rx,15607974524,97964360,15607974524,97964360,0,0
1398852591.559892,tee,out2,filter,input,15604757531,97944170,15604757531,97944170,0,0
1398852591.559892,tee,out1,limit,input,15604757531,97944170,15604757531,97944170,0,0
1398852591.559892,nic2,tx,tee,in,15604757531,97944170,15604757531,97944170,0,0
1398852591.559892,filter,output,sink2,in,299916057,3650094,299916057,3650094,0,0
1398852591.559892,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852591.559892,limit,output,sink1,in,7277223418,45676761,7277223418,45676761,0,0
1398852592.559210,repeat,output,nic1,rx,15842876731,99438740,15842876731,99438740,0,0
1398852592.559210,tee,out2,filter,input,15839660558,99418550,15839660558,99418550,0,0
1398852592.559210,tee,out1,limit,input,15839660558,99418550,15839660558,99418550,0,0
1398852592.559210,nic2,tx,tee,in,15839660558,99418550,15839660558,99418550,0,0
1398852592.559210,filter,output,sink2,in,304430741,3705039,304430741,3705039,0,0
1398852592.559210,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852592.559210,limit,output,sink1,in,7379833436,46320816,7379833436,46320816,0,0
1398852593.557959,repeat,output,nic1,rx,16111709734,101126086,16111709734,101126086,0,0
1398852593.557959,tee,out2,filter,input,16108492987,101105896,16108492987,101105896,0,0
1398852593.557959,tee,out1,limit,input,16108492987,101105896,16108492987,101105896,0,0
1398852593.557959,nic2,tx,tee,in,16108492987,101105896,16108492987,101105896,0,0
1398852593.557959,filter,output,sink2,in,309597591,3767922,309597591,3767922,0,0
1398852593.557959,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852593.557959,limit,output,sink1,in,7478527106,46940301,7478527106,46940301,0,0
1398852594.559098,repeat,output,nic1,rx,16380542394,102813432,16380542394,102813432,0,0
1398852594.559098,tee,out2,filter,input,16377325945,102793242,16377325945,102793242,0,0
1398852594.559098,tee,out1,limit,input,16377325945,102793242,16377325945,102793242,0,0
1398852594.559098,nic2,tx,tee,in,16377325945,102793242,16377325945,102793242,0,0
1398852594.559098,filter,output,sink2,in,314764419,3830804,314764419,3830804,0,0
1398852594.559098,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852594.559098,limit,output,sink1,in,7579833347,47576178,7579833347,47576178,0,0
1398852595.557122,repeat,output,nic1,rx,16646767273,104484396,16646767273,104484396,0,0
1398852595.557122,tee,out2,filter,input,16643548746,104464206,16643548746,104464206,0,0
1398852595.557122,tee,out1,limit,input,16643548746,104464206,16643548746,104464206,0,0
1398852595.557122,nic2,tx,tee,in,16643548746,104464206,16643548746,104464206,0,0
1398852595.557122,filter,output,sink2,in,319881078,3893076,319881078,3893076,0,0
1398852595.557122,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852595.557122,limit,output,sink1,in,7678527639,48195647,7678527639,48195647,0,0
1398852596.561312,repeat,output,nic1,rx,16879058657,105942394,16879058657,105942394,0,0
1398852596.561312,tee,out2,filter,input,16875841802,105922204,16875841802,105922204,0,0
1398852596.561312,tee,out1,limit,input,16875841802,105922204,16875841802,105922204,0,0
1398852596.561312,nic2,tx,tee,in,16875841802,105922204,16875841802,105922204,0,0
1398852596.561312,filter,output,sink2,in,324345686,3947412,324345686,3947412,0,0
1398852596.561312,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852596.561312,limit,output,sink1,in,7778528526,48823326,7778528526,48823326,0,0
1398852597.561502,repeat,output,nic1,rx,17090471127,107269336,17090471127,107269336,0,0
1398852597.561502,tee,out2,filter,input,17087253639,107249146,17087253639,107249146,0,0
1398852597.561502,tee,out1,limit,input,17087253639,107249146,17087253639,107249146,0,0
1398852597.561502,nic2,tx,tee,in,17087253639,107249146,17087253639,107249146,0,0
1398852597.561502,filter,output,sink2,in,328408922,3996863,328408922,3996863,0,0
1398852597.561502,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852597.561502,limit,output,sink1,in,7878528032,49450989,7878528032,49450989,0,0
1398852598.560305,repeat,output,nic1,rx,17312322997,108661806,17312322997,108661806,0,0
1398852598.560305,tee,out2,filter,input,17309106387,108641616,17309106387,108641616,0,0
1398852598.560305,tee,out1,limit,input,17309106387,108641616,17309106387,108641616,0,0
1398852598.560305,nic2,tx,tee,in,17309106387,108641616,17309106387,108641616,0,0
1398852598.560305,filter,output,sink2,in,332672739,4048755,332672739,4048755,0,0
1398852598.560305,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852598.560305,limit,output,sink1,in,7979832829,50086842,7979832829,50086842,0,0
1398852599.556535,repeat,output,nic1,rx,17579851432,110340961,17579851432,110340961,0,0
1398852599.556535,tee,out2,filter,input,17576634850,110320771,17576634850,110320771,0,0
1398852599.556535,tee,out1,limit,input,17576634850,110320771,17576634850,110320771,0,0
1398852599.556535,nic2,tx,tee,in,17576634850,110320771,17576634850,110320771,0,0
1398852599.556535,filter,output,sink2,in,337814634,4111334,337814634,4111334,0,0
1398852599.556535,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852599.556535,limit,output,sink1,in,8078529015,50706304,8078529015,50706304,0,0
1398852600.558974,repeat,output,nic1,rx,17849989340,112036498,17849989340,112036498,0,0
1398852600.558974,tee,out2,filter,input,17846773295,112016308,17846773295,112016308,0,0
1398852600.558974,tee,out1,limit,input,17846773295,112016308,17846773295,112016308,0,0
1398852600.558974,nic2,tx,tee,in,17846773295,112016308,17846773295,112016308,0,0
1398852600.558974,filter,output,sink2,in,343006417,4174520,343006417,4174520,0,0
1398852600.558974,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852600.558974,limit,output,sink1,in,8179833834,51342163,8179833834,51342163,0,0
1398852601.559717,repeat,output,nic1,rx,18118822573,113723844,18118822573,113723844,0,0
1398852601.559717,tee,out2,filter,input,18115605515,113703654,18115605515,113703654,0,0
1398852601.559717,tee,out1,limit,input,18115605515,113703654,18115605515,113703654,0,0
1398852601.559717,nic2,tx,tee,in,18115605515,113703654,18115605515,113703654,0,0
1398852601.559717,filter,output,sink2,in,348173362,4237404,348173362,4237404,0,0
1398852601.559717,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852601.559717,limit,output,sink1,in,8279833028,51969825,8279833028,51969825,0,0
1398852602.559252,repeat,output,nic1,rx,18361555364,115247370,18361555364,115247370,0,0
1398852602.559252,tee,out2,filter,input,18358337712,115227180,18358337712,115227180,0,0
1398852602.559252,tee,out1,limit,input,18358337712,115227180,18358337712,115227180,0,0
1398852602.559252,nic2,tx,tee,in,18358337712,115227180,18358337712,115227180,0,0
1398852602.559252,filter,output,sink2,in,352838551,4294181,352838551,4294181,0,0
1398852602.559252,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852602.559252,limit,output,sink1,in,8377222498,52581140,8377222498,52581140,0,0
1398852603.561377,repeat,output,nic1,rx,18574272164,116582503,18574272164,116582503,0,0
1398852603.561377,tee,out2,filter,input,18571055991,116562313,18571055991,116562313,0,0
1398852603.561377,tee,out1,limit,input,18571055991,116562313,18571055991,116562313,0,0
1398852603.561377,nic2,tx,tee,in,18571055991,116562313,18571055991,116562313,0,0
1398852603.561377,filter,output,sink2,in,356926860,4343937,356926860,4343937,0,0
1398852603.561377,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852603.561377,limit,output,sink1,in,8478529008,53217030,8478529008,53217030,0,0
1398852604.557457,repeat,output,nic1,rx,18786989467,117917636,18786989467,117917636,0,0
1398852604.557457,tee,out2,filter,input,18783773332,117897446,18783773332,117897446,0,0
1398852604.557457,tee,out1,limit,input,18783773332,117897446,18783773332,117897446,0,0
1398852604.557457,nic2,tx,tee,in,18783773332,117897446,18783773332,117897446,0,0
1398852604.557457,filter,output,sink2,in,361015214,4393694,361015214,4393694,0,0
1398852604.557457,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852604.557457,limit,output,sink1,in,8578529332,53844706,8578529332,53844706,0,0
1398852605.556867,repeat,output,nic1,rx,19055823096,119604982,19055823096,119604982,0,0
1398852605.556867,tee,out2,filter,input,19052605646,119584792,19052605646,119584792,0,0
1398852605.556867,tee,out1,limit,input,19052605646,119584792,19052605646,119584792,0,0
1398852605.556867,nic2,tx,tee,in,19052605646,119584792,19052605646,119584792,0,0
1398852605.556867,filter,output,sink2,in,366181949,4456575,366181949,4456575,0,0
1398852605.556867,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852605.556867,limit,output,sink1,in,8678527796,54472360,8678527796,54472360,0,0
1398852606.556226,repeat,output,nic1,rx,19324656091,121292328,19324656091,121292328,0,0
1398852606.556226,tee,out2,filter,input,19321439483,121272138,19321439483,121272138,0,0
1398852606.556226,tee,out1,limit,input,19321439483,121272138,19321439483,121272138,0,0
1398852606.556226,nic2,tx,tee,in,19321439483,121272138,19321439483,121272138,0,0
1398852606.556226,filter,output,sink2,in,371348987,4519460,371348987,4519460,0,0
1398852606.556226,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852606.556226,limit,output,sink1,in,8778528808,55100031,8778528808,55100031,0,0
1398852607.559328,repeat,output,nic1,rx,19594793086,122987865,19594793086,122987865,0,0
1398852607.559328,tee,out2,filter,input,19591576438,122967675,19591576438,122967675,0,0
1398852607.559328,tee,out1,limit,input,19591576438,122967675,19591576438,122967675,0,0
1398852607.559328,nic2,tx,tee,in,19591576438,122967675,19591576438,122967675,0,0
1398852607.559328,filter,output,sink2,in,376540770,4582646,376540770,4582646,0,0
1398852607.559328,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852607.559328,limit,output,sink1,in,8879833279,55735906,8879833279,55735906,0,0
1398852608.557930,repeat,output,nic1,rx,19847966203,124576919,19847966203,124576919,0,0
1398852608.557930,tee,out2,filter,input,19844750108,124556729,19844750108,124556729,0,0
1398852608.557930,tee,out1,limit,input,19844750108,124556729,19844750108,124556729,0,0
1398852608.557930,nic2,tx,tee,in,19844750108,124556729,19844750108,124556729,0,0
1398852608.557930,filter,output,sink2,in,381406680,4641866,381406680,4641866,0,0
1398852608.557930,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852608.557930,limit,output,sink1,in,8977223911,56347168,8977223911,56347168,0,0
1398852609.559609,repeat,output,nic1,rx,20059379019,125903861,20059379019,125903861,0,0
1398852609.559609,tee,out2,filter,input,20056162446,125883671,20056162446,125883671,0,0
1398852609.559609,tee,out1,limit,input,20056162446,125883671,20056162446,125883671,0,0
1398852609.559609,nic2,tx,tee,in,20056162446,125883671,20056162446,125883671,0,0
1398852609.559609,filter,output,sink2,in,385469986,4691318,385469986,4691318,0,0
1398852609.559609,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852609.559609,limit,output,sink1,in,9078528936,56982955,9078528936,56982955,0,0
1398852610.557835,repeat,output,nic1,rx,20266876630,127206230,20266876630,127206230,0,0
1398852610.557835,tee,out2,filter,input,20263660877,127186040,20263660877,127186040,0,0
1398852610.557835,tee,out1,limit,input,20263660877,127186040,20263660877,127186040,0,0
1398852610.557835,nic2,tx,tee,in,20263660877,127186040,20263660877,127186040,0,0
1398852610.557835,filter,output,sink2,in,389457863,4739852,389457863,4739852,0,0
1398852610.557835,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852610.557835,limit,output,sink1,in,9177225440,57602427,9177225440,57602427,0,0
1398852611.557575,repeat,output,nic1,rx,20531794285,128869003,20531794285,128869003,0,0
1398852611.557575,tee,out2,filter,input,20528577679,128848813,20528577679,128848813,0,0
1398852611.557575,tee,out1,limit,input,20528577679,128848813,20528577679,128848813,0,0
1398852611.557575,nic2,tx,tee,in,20528577679,128848813,20528577679,128848813,0,0
1398852611.557575,filter,output,sink2,in,394549567,4801820,394549567,4801820,0,0
1398852611.557575,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852611.557575,limit,output,sink1,in,9278529040,58238282,9278529040,58238282,0,0
1398852612.556144,repeat,output,nic1,rx,20800626759,130556349,20800626759,130556349,0,0
1398852612.556144,tee,out2,filter,input,20797410464,130536159,20797410464,130536159,0,0
1398852612.556144,tee,out1,limit,input,20797410464,130536159,20797410464,130536159,0,0
1398852612.556144,nic2,tx,tee,in,20797410464,130536159,20797410464,130536159,0,0
1398852612.556144,filter,output,sink2,in,399716302,4864701,399716302,4864701,0,0
1398852612.556144,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852612.556144,limit,output,sink1,in,9378527956,58865965,9378527956,58865965,0,0
1398852613.559330,repeat,output,nic1,rx,21070765390,132251886,21070765390,132251886,0,0
1398852613.559330,tee,out2,filter,input,21067548397,132231696,21067548397,132231696,0,0
1398852613.559330,tee,out1,limit,input,21067548397,132231696,21067548397,132231696,0,0
1398852613.559330,nic2,tx,tee,in,21067548397,132231696,21067548397,132231696,0,0
1398852613.559330,filter,output,sink2,in,404908295,4927890,404908295,4927890,0,0
1398852613.559330,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852613.559330,limit,output,sink1,in,9479832871,59501816,9479832871,59501816,0,0
1398852614.557427,repeat,output,nic1,rx,21334378419,133906468,21334378419,133906468,0,0
1398852614.557427,tee,out2,filter,input,21331160901,133886278,21331160901,133886278,0,0
1398852614.557427,tee,out1,limit,input,21331160901,133886278,21331160901,133886278,0,0
1398852614.557427,nic2,tx,tee,in,21331160901,133886278,21331160901,133886278,0,0
1398852614.557427,filter,output,sink2,in,409974856,4989552,409974856,4989552,0,0
1398852614.557427,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852614.557427,limit,output,sink1,in,9577222733,60113129,9577222733,60113129,0,0
1398852615.560246,repeat,output,nic1,rx,21547095298,135241601,21547095298,135241601,0,0
1398852615.560246,tee,out2,filter,input,21543879072,135221411,21543879072,135221411,0,0
1398852615.560246,tee,out1,limit,input,21543879072,135221411,21543879072,135221411,0,0
1398852615.560246,nic2,tx,tee,in,21543879072,135221411,21543879072,135221411,0,0
1398852615.560246,filter,output,sink2,in,414063095,5039307,414063095,5039307,0,0
1398852615.560246,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852615.560246,limit,output,sink1,in,9678529199,60748999,9678529199,60748999,0,0
1398852616.559218,repeat,output,nic1,rx,21755897279,136552161,21755897279,136552161,0,0
1398852616.559218,tee,out2,filter,input,21752680737,136531971,21752680737,136531971,0,0
1398852616.559218,tee,out1,limit,input,21752680737,136531971,21752680737,136531971,0,0
1398852616.559218,nic2,tx,tee,in,21752680737,136531971,21752680737,136531971,0,0
1398852616.559218,filter,output,sink2,in,418076115,5088147,418076115,5088147,0,0
1398852616.559218,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852616.559218,limit,output,sink1,in,9777223475,61368484,9777223475,61368484,0,0
1398852617.559979,repeat,output,nic1,rx,22010375790,138149406,22010375790,138149406,0,0
1398852617.559979,tee,out2,filter,input,22007159943,138129216,22007159943,138129216,0,0
1398852617.559979,tee,out1,limit,input,22007159943,138129216,22007159943,138129216,0,0
1398852617.559979,nic2,tx,tee,in,22007159943,138129216,22007159943,138129216,0,0
1398852617.559979,filter,output,sink2,in,422967073,5147672,422967073,5147672,0,0
1398852617.559979,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852617.559979,limit,output,sink1,in,9879834955,62012544,9879834955,62012544,0,0
1398852618.559064,repeat,output,nic1,rx,22279208613,139836752,22279208613,139836752,0,0
1398852618.559064,tee,out2,filter,input,22275992195,139816562,22275992195,139816562,0,0
1398852618.559064,tee,out1,limit,input,22275992195,139816562,22275992195,139816562,0,0
1398852618.559064,nic2,tx,tee,in,22275992195,139816562,22275992195,139816562,0,0
1398852618.559064,filter,output,sink2,in,428134018,5210556,428134018,5210556,0,0
1398852618.559064,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852618.559064,limit,output,sink1,in,9979833079,62640206,9979833079,62640206,0,0
1398852619.559532,repeat,output,nic1,rx,22548041294,141524098,22548041294,141524098,0,0
1398852619.559532,tee,out2,filter,input,22544824816,141503908,22544824816,141503908,0,0
1398852619.559532,tee,out1,limit,input,22544824816,141503908,22544824816,141503908,0,0
1398852619.559532,nic2,tx,tee,in,22544824816,141503908,22544824816,141503908,0,0
1398852619.559532,filter,output,sink2,in,433300846,5273438,433300846,5273438,0,0
1398852619.559532,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852619.559532,limit,output,sink1,in,10079833383,63267871,10079833383,63267871,0,0
1398852620.559032,repeat,output,nic1,rx,22816874019,143211444,22816874019,143211444,0,0
1398852620.559032,tee,out2,filter,input,22813657550,143191254,22813657550,143191254,0,0
1398852620.559032,tee,out1,limit,input,22813657550,143191254,22813657550,143191254,0,0
1398852620.559032,nic2,tx,tee,in,22813657550,143191254,22813657550,143191254,0,0
1398852620.559032,filter,output,sink2,in,438467581,5336319,438467581,5336319,0,0
1398852620.559032,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852620.559032,limit,output,sink1,in,10179832927,63895549,10179832927,63895549,0,0
1398852621.559991,repeat,output,nic1,rx,23033507927,144571150,23033507927,144571150,0,0
1398852621.559991,tee,out2,filter,input,23030290011,144550960,23030290011,144550960,0,0
1398852621.559991,tee,out1,limit,input,23030290011,144550960,23030290011,144550960,0,0
1398852621.559991,nic2,tx,tee,in,23030290011,144550960,23030290011,144550960,0,0
1398852621.559991,filter,output,sink2,in,442631269,5386993,442631269,5386993,0,0
1398852621.559991,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852621.559991,limit,output,sink1,in,10277221906,64506849,10277221906,64506849,0,0
1398852622.561508,repeat,output,nic1,rx,23244919265,145898092,23244919265,145898092,0,0
1398852622.561508,tee,out2,filter,input,23241702473,145877902,23241702473,145877902,0,0
1398852622.561508,tee,out1,limit,input,23241702473,145877902,23241702473,145877902,0,0
1398852622.561508,nic2,tx,tee,in,23241702473,145877902,23241702473,145877902,0,0
1398852622.561508,filter,output,sink2,in,446694482,5436444,446694482,5436444,0,0
1398852622.561508,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852622.561508,limit,output,sink1,in,10378527037,65142727,10378527037,65142727,0,0
1398852623.559638,repeat,output,nic1,rx,23485042738,147405236,23485042738,147405236,0,0
1398852623.559638,tee,out2,filter,input,23481824814,147385046,23481824814,147385046,0,0
1398852623.559638,tee,out1,limit,input,23481824814,147385046,23481824814,147385046,0,0
1398852623.559638,nic2,tx,tee,in,23481824814,147385046,23481824814,147385046,0,0
1398852623.559638,filter,output,sink2,in,451309548,5492611,451309548,5492611,0,0
1398852623.559638,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852623.559638,limit,output,sink1,in,10478527833,65770384,10478527833,65770384,0,0
1398852624.557270,repeat,output,nic1,rx,23751265417,149076200,23751265417,149076200,0,0
1398852624.557270,tee,out2,filter,input,23748047721,149056010,23748047721,149056010,0,0
1398852624.557270,tee,out1,limit,input,23748047721,149056010,23748047721,149056010,0,0
1398852624.557270,nic2,tx,tee,in,23748047721,149056010,23748047721,149056010,0,0
1398852624.557270,filter,output,sink2,in,456426162,5554882,456426162,5554882,0,0
1398852624.557270,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852624.557270,limit,output,sink1,in,10578527706,66398058,10578527706,66398058,0,0
1398852625.558440,repeat,output,nic1,rx,24017487527,150747164,24017487527,150747164,0,0
1398852625.558440,tee,out2,filter,input,24014271210,150726974,24014271210,150726974,0,0
1398852625.558440,tee,out1,limit,input,24014271210,150726974,24014271210,150726974,0,0
1398852625.558440,nic2,tx,tee,in,24014271210,150726974,24014271210,150726974,0,0
1398852625.558440,filter,output,sink2,in,461542844,5617154,461542844,5617154,0,0
1398852625.558440,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852625.558440,limit,output,sink1,in,10678528421,67025723,10678528421,67025723,0,0
1398852626.556193,repeat,output,nic1,rx,24283711930,152418128,24283711930,152418128,0,0
1398852626.556193,tee,out2,filter,input,24280493742,152397938,24280493742,152397938,0,0
1398852626.556193,tee,out1,limit,input,24280493742,152397938,24280493742,152397938,0,0
1398852626.556193,nic2,tx,tee,in,24280493742,152397938,24280493742,152397938,0,0
1398852626.556193,filter,output,sink2,in,466659596,5679427,466659596,5679427,0,0
1398852626.556193,pcap,output,repeat,input,25651,161,25651,161,0,0
1398852626.556193,limit,output,sink1,in,10778527627,67653375,10778527627,67653375,0,0
